,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
220,Peggle,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PlayStation3,91,7.3,not specified
221,The Legend of Zelda: Ocarina of Time / Master Quest,2003,Nintendo,Action Adventure;Fantasy,GameCube,91,8.9,1 Player
222,Borderlands 2,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,91,8.2,Up to 4 
223,Kentucky Route Zero - Act III,2014,CardboardComputer,Adventure;General,PC,91,6.6,not specified
224,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,PlayStation2,91,8.4,8-Jan
225,Crysis,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,91,8,No Online Multiplayer
226,Ninja Gaiden,2004,TeamNinja,Action Adventure;Fantasy,Xbox,91,8.9,1 Player
227,God of War: Chains of Olympus,2008,ReadyatDawn,Action Adventure;Fantasy;Fantasy;Linear,PSP,91,8.6,No Online Multiplayer
228,DOA2: Hardcore,2000,TeamNinja,Action;Fighting;3D,PlayStation2,91,8,4-Jan
229,World of Warcraft: The Burning Crusade,2007,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,91,8,Massively Multiplayer
230,MLB 10: The Show,2010,SCEA,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,91,8.2,not specified
231,Yoshi's Island: Super Mario Advance 3,2002,Nintendo,Action;Platformer;2D,GameBoyAdvance,91,8.9,4-Jan
232,Tiger Woods PGA Tour 2005,2004,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,91,4.5,8-Jan
233,The Longest Journey,2000,Funcom,Adventure;Third-Person;Point-and-Click;Fantasy;Fantasy,PC,91,8.8,1 Player
234,Star Wars Jedi Knight: Dark Forces II,1997,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,91,8.6,Jan-32
235,Halo: Reach,2010,Bungie,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,91,8.1,4-Jan
236,Galactic Civilizations II: Dark Avatar,2007,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,91,8.3,1 Player
237,Mass Effect,2007,BioWare,Role-Playing;Action RPG;Console-style RPG;Japanese-Style;Western-Style,Xbox360,91,8.7,No Online Multiplayer
238,The Operative: No One Lives Forever,2000,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.8,16-Jan
239,Forza Motorsport 4,2011,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,91,8.2,not specified
240,Battlefield 2,2005,DigitalIllusions,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,91,8.4,64  Online
241,God of War Collection,2009,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,91,8.7,No Online Multiplayer
242,Fez,2013,PolytronCorp.,Action;Platformer;Platformer;2D;2D,PC,91,6.7,1 Player
243,Planescape: Torment,1999,BlackIsleStudios,Role-Playing;General;PC-style RPG;Western-Style,PC,91,9.2,No Online Multiplayer
244,Sonic Mania Plus,2018,Sega,Action;Platformer;2D,Switch,91,8.7,2
245,Gears of War 3,2011,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,91,7.9,Up to 10 
246,Killzone 2,2009,Guerrilla,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,91,8.1,32  Online
247,Neverwinter Nights,2002,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.1,Online Multiplayer
248,Castlevania: Aria of Sorrow,2003,KCET,Action;Platformer;2D,GameBoyAdvance,91,8.8,2-Jan
249,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.7,not specified
250,Legacy of Kain: Soul Reaver,1999,CrystalDynamics,Action Adventure;Horror,PlayStation,91,9,1 Player
251,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.7,No Online Multiplayer
252,Dead Cells,2018,MotionTwin,Action;Platformer;2D,XboxOne,91,7.7,No Online Multiplayer
253,Golden Sun,2001,CamelotSoftwarePlanning,Role-Playing;Console-style RPG,GameBoyAdvance,91,9,2-Jan
254,Mark of the Ninja,2012,KleiEntertainment,Action;Platformer;Platformer;2D;2D,PC,91,8,No Online Multiplayer
255,World Soccer Winning Eleven 8 International,2005,KCET,Sports;Traditional;Soccer;Sim,PlayStation2,91,8.4,8-Jan
256,SteamWorld Heist: Ultimate Edition,2017,Image&Form,Strategy;Turn-Based;General,Switch,91,8.5,No Online Multiplayer
257,The Legend of Zelda: A Link Between Worlds,2013,Nintendo,Action RPG;Role-Playing;Action Adventure;General;Action RPG;Open-World,3DS,91,9,No Online Multiplayer
258,Castlevania: Circle of the Moon,2001,KCEK,Action;Platformer;2D,GameBoyAdvance,91,8.4,1 Player
259,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,91,8.6,Up to 4 
260,Shovel Knight: Treasure Trove,2017,YachtClubGames,Action;Platformer;2D,Switch,91,8.1,No Online Multiplayer
261,flower,2013,BluepointGames,General;Miscellaneous;General,PlayStation4,91,7.2,1 Player
262,Mario Kart DS,2005,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,DS,91,8.6,4  Online
263,Call of Duty,2003,InfinityWard,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,91,8.5,Jan-32
264,Mario Golf,1999,CamelotSoftwarePlanning,Sports;Traditional;Golf;Arcade,Nintendo64,91,8,4-Jan
265,Crash Bandicoot 3: Warped,1998,NaughtyDog,Action;Platformer;3D,PlayStation,91,9,1 Player
266,Project Gotham Racing 2,2003,BizarreCreations,Driving;Racing;GT / Street,Xbox,90,8.7,8  Online
267,NBA 2K12,2011,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,6.7,not specified
268,The Sims 2,2004,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,90,8.8,No Online Multiplayer
269,World of Warcraft: Cataclysm,2010,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,90,5.6,Massively Multiplayer
270,Rayman 2: The Great Escape,1999,UbisoftMontpellier,Action;Platformer;3D,Nintendo64,90,9,1 Player
271,Bayonetta,2010,PlatinumGames,Action;Action Adventure;Beat-'Em-Up;Fantasy;Beat-'Em-Up;Linear,Xbox360,90,8.1,No Online Multiplayer
272,Diablo III: Ultimate Evil Edition,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PlayStation4,90,8,Up to 4 
273,ICO,2001,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,90,8.8,1 Player
274,Tom Clancy's Ghost Recon Advanced Warfighter,2006,UbisoftParis,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,Xbox360,90,7.9,16-Jan
275,FIFA Soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,90,7.2,not specified
276,Mario & Luigi: Superstar Saga,2003,AlphadreamCorporation,Role-Playing;Console-style RPG,GameBoyAdvance,90,9.1,4-Jan
277,Shovel Knight,2015,YachtClubGames,Action;Platformer;2D,PlayStation4,90,7.6,not specified
278,Tony Hawk's Underground,2003,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,90,8.7,8-Jan
279,Marvel vs. Capcom 2,2000,Capcom,Action;Fighting;2D,Dreamcast,90,8.8,not specified
280,Ape Escape,1999,SCEI,Action;Platformer;3D,PlayStation,90,8.6,1 Player
281,Syphon Filter,1999,Eidetic,Action;Shooter;Third-Person;Modern,PlayStation,90,8.7,1 Player
282,Mario & Luigi: Bowser's Inside Story,2009,AlphadreamCorporation,Role-Playing;Action RPG;Console-style RPG;Console-style RPG;Japanese-Style,DS,90,8.7,No Online Multiplayer
283,Trials Evolution,2012,"Ubisoft,RedLynx",Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,Xbox360,90,8,not specified
284,Grand Theft Auto IV: The Lost and Damned,2009,RockstarNorth,Action Adventure;Modern;Modern;Open-World,Xbox360,90,8,not specified
285,Spelunky,2013,DerekYu,Action;Platformer;Platformer;2D;2D,PC,90,7.3,No Online Multiplayer
286,Ratchet & Clank: Going Commando,2003,InsomniacGames,Action;Platformer;3D,PlayStation2,90,9,1 Player
287,NBA Street Vol. 2,2003,ElectronicArts,Sports;Traditional;Basketball;Arcade,PlayStation2,90,8.6,4-Jan
288,Tennis 2K2,2001,Hitmaker,Sports;Traditional;Tennis,Dreamcast,90,8.2,not specified
289,Black & White,2001,LionheadStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,90,7.7,not specified
290,The Legend of Zelda: The Wind Waker HD,2013,"Nintendo,HexaDrive",Action Adventure;Fantasy;Fantasy;Open-World,WiiU,90,8.9,No Online Multiplayer
291,Portal,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player
292,The Legend of Zelda: Phantom Hourglass,2007,Nintendo,Action Adventure;Fantasy;Fantasy;Open-World,DS,90,8,2
293,MVP Baseball 2004,2004,EASports,Sports;Traditional;Baseball;Sim,PlayStation2,90,8.6,2-Jan
294,Dance Dance Revolution,2001,Konami,Miscellaneous;Rhythm;Dancing,PlayStation,90,8.8,2-Jan
295,NHL 2001,2000,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,90,6.9,8-Jan
296,Advance Wars: Dual Strike,2005,IntelligentSystems,Strategy;Turn-Based;Modern;Modern;Tactics,DS,90,8.9,No Online Multiplayer
297,MLB 11: The Show,2011,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,90,7.8,not specified
298,NieR: Automata - Become as Gods Edition,2018,PlatinumGames,Role-Playing;Action RPG,XboxOne,90,8.4,No Online Multiplayer
299,Jak and Daxter: The Precursor Legacy,2001,NaughtyDog,Action;Platformer;3D,PlayStation2,90,8.8,1 Player
300,Star Wars Rogue Leader: Rogue Squadron II,2001,Factor5,Simulation;Sci-Fi;Small Spaceship,GameCube,90,8.6,1 Player
301,Monster Hunter: World,2018,Capcom,Role-Playing;Action RPG,XboxOne,90,7.2,Up to 16 
302,Stephen's Sausage Roll,2016,increpare,Puzzle;Action;General,PC,90,5.5,No Online Multiplayer
303,Velocity 2X,2014,FuturLab,Shooter;Scrolling;Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStationVita,90,7.2,not specified
304,Burnout Revenge,2005,CriterionGames,Driving;Racing;Arcade,PlayStation2,90,8.8,6  Online
305,NCAA Football 2002,2001,EASports,Sports;Traditional;Football;Sim,PlayStation2,90,8.5,8-Jan
306,Unreal Tournament,2001,SecretLevel,Action;Shooter;First-Person;Sci-Fi,Dreamcast,90,8.8,not specified
307,Deus Ex,2000,IonStorm,Action Adventure;Sci-Fi;Sci-Fi;General,PC,90,9.2,1 Player
308,Donkey Kong 64,1999,RareLtd.,Action;Platformer;3D,Nintendo64,90,8.6,4-Jan
309,Panzer Dragoon Orta,2003,Smilebit,Action;Shooter;Rail,Xbox,90,8.6,1 Player
310,Portal: Still Alive,2008,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,90,8.5,1 Player
311,Half-Life 2: Episode Two,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player
312,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,2004,Starbreeze,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,8.7,1 Player
313,Shin Megami Tensei: Persona 4,2008,AtlusCo.,Role-Playing;Console-style RPG,PlayStation2,90,8.9,1 Player
314,MLB 09: The Show,2009,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,90,8.1,not specified
315,Blast Corps,1997,RareLtd.,Action;General,Nintendo64,90,8.5,1 Player
316,Sid Meier's Civilization III,2001,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,90,8.4,1 Player
317,NFL 2K2,2001,VisualConcepts,Sports;Traditional;Football;Sim,Dreamcast,90,7.9,not specified
318,WWF SmackDown! 2: Know Your Role,2000,Yuke's,Action;Fighting;Wrestling,PlayStation,90,8.7,4-Jan
319,LIMBO,2010,PLAYDEAD,Action;Platformer;Platformer;2D;2D,Xbox360,90,8.4,not specified
320,Silent Hunter III,2005,Ubisoft,Simulation;Submarine;Submarine;Marine;Combat,PC,90,8,8  Online
321,Assassin's Creed: Brotherhood,2010,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PlayStation3,90,8.2,Up to 8 
322,Super Meat Boy,2010,TeamMeat,Action;Platformer;Platformer;2D;2D,Xbox360,90,8,1 Player
323,Dead Space 2,2011,VisceralGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,90,8.6,Up to 8 
324,Pikmin 2,2004,Nintendo,Strategy;Real-Time;Fantasy,GameCube,90,9.1,2-Jan
325,NBA 2K17,2016,VisualConcepts,Sports;Team;Basketball;Sim,XboxOne,90,5.9,not specified
326,Grandia II,2000,GameArts,Role-Playing;Console-style RPG,Dreamcast,90,8.6,not specified
327,Geometry Wars: Retro Evolved 2,2008,BizarreCreations,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,Xbox360,90,8.3,4-Jan
328,Sid Meier's Civilization V,2010,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,90,8,Up to 4 
329,Super Mario 3D Land,2011,Nintendo,Action;Platformer;Platformer;3D;3D,3DS,90,8.4,No Online Multiplayer
330,Mario Kart 8 DLC Pack 2,2015,Nintendo,Driving;Kart;Racing;Arcade;Automobile,WiiU,90,8.9,not specified
331,Falcon 4.0: Allied Force,2005,LeadPursuit,Simulation;Flight;Modern Jet;Modern Jet;Combat,PC,90,8.6,16  Online
332,Deus Ex: Human Revolution,2011,NixxesSoftware,Action;Action Adventure;Shooter;Sci-Fi;Sci-Fi;General;First-Person;Sci-Fi,PC,90,8.5,No Online Multiplayer
333,XCOM: Enemy Unknown,2012,FiraxisGames,Strategy;Turn-Based;General;Sci-Fi;Sci-Fi;General,Xbox360,90,8.3,2
334,Metroid Prime 3: Corruption,2007,RetroStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Wii,90,8.9,No Online Multiplayer
335,Flight Simulator 2002,2001,MicrosoftGameStudios,Simulation;Flight;Civilian Plane;Civilian,PC,90,8.3,not specified
336,Banjo-Tooie,2000,RareLtd.,Action;Platformer;3D,Nintendo64,90,9,not specified
337,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,PC,90,8.6,No Online Multiplayer
338,Dota 2,2013,ValveSoftware,General;Fantasy;MOBA;Strategy;Real-Time;MOBA,PC,90,6.5,Up to 10 
339,Hollow Knight,2018,TeamCherry,Action Adventure;General,Switch,90,8.8,No Online Multiplayer
340,TimeSplitters 2,2002,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,90,8.8,16-Jan
341,Guild Wars 2,2012,ArenaNet,General;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,90,8.1,Massively Multiplayer
342,Forza Motorsport 2,2007,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,90,8.3,8  Online
343,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,2015,TelltaleGames,Adventure;General,PlayStation4,90,8,not specified
344,Pushmo,2011,IntelligentSystems,Miscellaneous;Puzzle;Action;Puzzle;Action,3DS,90,8.3,1 Player
345,The Witcher 3: Wild Hunt - Hearts of Stone,2015,CDProjektRedStudio,Role-Playing;Action RPG,PlayStation4,90,8.7,not specified
346,Metal Gear Solid HD Collection,2011,"Genki,BluepointGames",Miscellaneous;Compilation;Compilation,Xbox360,90,8.7,not specified
347,Freedom Force,2002,IrrationalGames,Role-Playing;Action RPG;Action RPG,PC,90,7.9,4-Jan
348,Colin McRae Rally 2.0,2000,Codemasters,Driving;Racing;Rally / Offroad,PlayStation,90,8.2,2-Jan
349,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.2,not specified
350,GTR 2,2006,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,90,8.7,24  Online
351,NBA 2K13,2012,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,8,not specified
352,Total War: Shogun 2,2011,CreativeAssembly,Strategy;Turn-Based;Historic;General;Historic,PC,90,8.4,Online Multiplayer
353,Empire: Total War,2009,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,90,7,not specified
354,Bayonetta + Bayonetta 2,2018,PlatinumGames,Miscellaneous;Compilation,Switch,90,8.7,No Online Multiplayer
355,Kentucky Route Zero - Act IV,2016,CardboardComputer,Adventure;General,PC,90,6.2,not specified
356,Guacamelee! Super Turbo Championship Edition,2014,DrinkBoxStudios,Action;Platformer;2D,WiiU,90,7.6,not specified
357,ESPN NHL Hockey,2003,KushGames,Sports;Traditional;Ice Hockey;Sim,PlayStation2,90,7,8-Jan
358,Rayman 2 Revolution,2001,Ubisoft,Action;Platformer;3D,PlayStation2,90,8.4,1 Player
359,Final Fantasy VIII,1999,SquareSoft,Role-Playing;Console-style RPG,PlayStation,90,8.6,1 Player
360,Beetle Adventure Racing,1999,ParadigmEntertainment,Driving;Racing;Arcade,Nintendo64,90,7.3,4-Jan
361,Command & Conquer: Red Alert,1996,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,90,8.8,6-Jan
362,Star Wars Jedi Knight II: Jedi Outcast,2002,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,89,8.7,Online Multiplayer
363,Wipeout HD Fury,2009,StudioLiverpool,Driving;Racing;Arcade;Futuristic;Futuristic,PlayStation3,89,8.3,not specified
364,Halo 2 Multiplayer Map Pack,2005,BungieSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,89,7.5,16  Online
365,Shin Megami Tensei: Persona 3 Portable,2010,Atlus,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,89,8.4,No Online Multiplayer
366,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,Xbox360,89,8.2,8  Online
367,Dragon Quest VIII: Journey of the Cursed King,2005,Level5,Role-Playing;Console-style RPG,PlayStation2,89,8.8,1 Player
368,Metroid: Zero Mission,2004,Nintendo,Action;Platformer;2D,GameBoyAdvance,89,8.9,2-Jan
369,The Legend of Zelda: Majora's Mask 3D,2015,GREZZO,Fantasy;Action Adventure;Open-World,3DS,89,9,No Online Multiplayer
370,Skylanders Swap Force,2013,VicariousVisions,Action;Platformer;Platformer;3D;3D,WiiU,89,6.1,not specified
371,Tiger Woods PGA Tour 2004,2003,EASports,Sports;Traditional;Golf;Sim,PlayStation2,89,8.8,4-Jan
372,Age of Mythology,2002,EnsembleStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,89,8.9,12-Jan
373,Pikmin,2001,Nintendo,Strategy;Real-Time;Fantasy,GameCube,89,8.7,1 Player
374,Sacrifice,2000,ShinyEntertainment,Strategy;Real-Time;Fantasy;General;Fantasy,PC,89,8.8,4-Jan
375,Samba de Amigo,2000,SonicTeam,Miscellaneous;Rhythm;Music,Dreamcast,89,8.5,not specified
376,Wipeout 3,1999,Psygnosis,Driving;Racing;Futuristic,PlayStation,89,8.5,2-Jan
377,Plants vs. Zombies,2010,PopCap,Strategy;Real-Time;General;General;Fantasy;Defense,Xbox360,89,8.2,not specified
378,Dark Souls III,2016,FromSoftware,Role-Playing;Action RPG,PC,89,8.5,Up to 6 
379,Rez HD,2008,HexaDrive,Action;Shooter;Shooter;Rail;Rail,Xbox360,89,8,1 Player
380,NBA Street V3,2005,EACanada,Sports;Traditional;Basketball;Arcade,PlayStation2,89,8.5,2  Online
381,Demon's Souls,2009,FromSoftware,Role-Playing;Action RPG;Action RPG,PlayStation3,89,8.9,1 Player
382,Pillars of Eternity,2015,ObsidianEntertainment,PC-style RPG;Third-Person;PC-style RPG;Role-Playing;Western-Style,PC,89,8.3,No Online Multiplayer
383,The Elder Scrolls III: Morrowind,2002,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,89,8.9,No Online Multiplayer
384,Fable II,2008,LionheadStudios,Role-Playing;Action RPG;Action RPG,Xbox360,89,6.6,2
385,Rez Infinite,2016,"QEntertainment,MonstarsInc.,EnhanceGames",Action;Shooter;Rail,PlayStation4,89,7.6,not specified
386,Rocksmith 2014 Edition,2013,Ubisoft,Action;Miscellaneous;Rhythm;Music;Music,PC,89,7.9,No Online Multiplayer
387,NHL 2K3,2002,Treyarch,Sports;Traditional;Ice Hockey;Sim,PlayStation2,89,7.8,8-Jan
388,Final Fantasy Chronicles,2001,TOSE,Role-Playing;Console-style RPG,PlayStation,89,9,2-Jan
389,Fallout,1997,BlackIsleStudios,Role-Playing;First-Person;First-Person;PC-style RPG;PC-style RPG;Western-Style,PC,89,8.8,1 Player
390,The Beatles: Rock Band,2009,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Wii,89,8.8,not specified
391,Left 4 Dead 2,2009,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Tactical,Xbox360,89,8.6,Up to 8 
392,World Soccer Winning Eleven 9,2006,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PC,89,8.3,not specified
393,Worldwide Soccer Manager 2005,2004,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,89,8.6,2  Online
394,Axiom Verge,2016,TomHapp,Action Adventure;General,WiiU,89,8.6,not specified
395,Left 4 Dead,2008,CertainAffinity,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,89,7.9,not specified
396,Titanfall 2,2016,RespawnEntertainment,Action;Shooter;First-Person;Arcade,PlayStation4,89,8.4,Up to 16 
397,F1 2017,2017,Codemasters,Racing;Simulation;Automobile,PC,89,7.5,not specified
398,3D Gunstar Heroes,2015,M2,Action;Shooter;Shoot-'Em-Up;Horizontal,3DS,89,7.9,not specified
399,Jade Empire,2005,BioWare,Role-Playing;Action RPG,Xbox,89,8.5,1 Player
400,NBA 2K3,2002,VisualConcepts,Sports;Traditional;Basketball;Sim,PlayStation2,89,8,8-Jan
401,NASCAR Racing 2002 Season,2002,Papyrus,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,89,5.8,not specified
402,Phantasy Star Online,2001,SonicTeam,Role-Playing;General,Dreamcast,89,8.4,not specified
403,Resident Evil 2,1999,AngelStudios,Action Adventure;Horror,Nintendo64,89,8.7,1 Player
404,Tekken 2,1996,Namco,Action;Fighting;3D,PlayStation,89,8.7,2-Jan
405,Need for Speed: Hot Pursuit,2010,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,89,7.3,not specified
406,F-Zero GX,2003,AmusementVision,Driving;Racing;Futuristic,GameCube,89,8.6,4-Jan
407,Dark Souls,2011,FromSoftware,Role-Playing;Action RPG;Action RPG,Xbox360,89,8.7,Up to 4 
408,Need for Speed: Hot Pursuit 2,2002,BlackBox,Driving;Racing;Arcade,PlayStation2,89,8.4,2-Jan
409,Grand Theft Auto IV: The Ballad of Gay Tony,2009,RockstarNorth,Action Adventure;Modern;Modern;Open-World,Xbox360,89,8.5,not specified
410,The Legend of Zelda: The Minish Cap,2005,Flagship,Action Adventure;Fantasy,GameBoyAdvance,89,8.9,1 Player
411,NCAA Football 2005,2004,EASports,Sports;Traditional;Football;Sim,Xbox,89,7.8,4-Jan
412,Combat Mission: Barbarossa to Berlin,2002,BigTimeSoftware,Strategy;Real-Time;Wargame;Real-Time;General,PC,89,8.4,2-Jan
413,Homeworld: Cataclysm,2000,BarkingDog,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,89,8.9,4-Jan
414,Cave Story,2010,Nicalis,Action;Platformer;Platformer;2D;2D,Wii,89,8.8,No Online Multiplayer
415,Dark Souls II: Scholar of the First Sin,2015,FromSoftware,Role-Playing;Action RPG,XboxOne,89,7.7,Up to 6 
416,The Walking Dead: Episode 5 - No Time Left,2012,TelltaleGames,Miscellaneous;Adventure;General;Compilation;Point-and-Click,PC,89,8.9,not specified
417,Guild Wars,2005,ArenaNet,Role-Playing;General;General;Massively Multiplayer,PC,89,8.4,64+ 
418,Guitar Hero 5,2009,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,89,7,not specified
419,Ace Combat 04: Shattered Skies,2001,Namco,Simulation;Flight;Modern Jet,PlayStation2,89,8.9,2-Jan
